recordid,company,occurence,award_year,award_amount
166969,SDL Inc,6,1994,59912
166970,SDL Inc,6,1994,59974
166973,"SECA, Inc.",3,1994,492128
166974,"SECA, Inc.",3,1994,69708
166977,SEMTAS CORP.,2,1994,324150
166979,SENSIMETRICS CORP,1,1994,500000
169890,MASSA PRODUCTS CORPORATION,2,1993,746502
166984,"SEPARATION SYSTEMS TECHNOLOGY, INC.",3,1994,98146
166985,"SHAWN SYSTEMS, INC.",5,1994,94728
166986,"SHAWN SYSTEMS, INC.",5,1994,74188
166987,SI Diamond Technology Inc,3,1994,54501
167025,STRATAGENE,3,1994,74923
166988,SI Diamond Technology Inc,3,1994,54501
3390,FLUIDION US Inc,1,2021,256000
166989,SI Diamond Technology Inc,3,1994,64794
166990,SI Diamond Technology Inc,3,1994,64885
166991,"SIGMA TECHNOLOGIES INTERNATIONAL GROUP, INC.",7,1994,65000
3528,FruitVaccine Inc.,1,2021,256000
166994,"SIGMA TECHNOLOGIES INTERNATIONAL GROUP, INC.",7,1994,50000
167002,"SOHAR, INC.",4,1994,200000
166995,"SIGMA TECHNOLOGIES INTERNATIONAL GROUP, INC.",7,1994,120000
166998,"SIMPEX TECHNOLOGIES, INC.",4,1994,58766
3809,"HUUE, INC.",1,2021,1000000
167758,Xybion Corp.,5,1994,77353
166999,SOCIAL SCIENCES INNOVATIONS CORPORATION,1,1994,540000
167000,SOCIAL SCIENCES INNOVATIONS CORPORATION,1,1994,74997
167004,"SOUND INNOVATIONS, INC.",2,1994,59924
167005,"SOURCE SIGNAL IMAGING, INC.",1,1994,502508
167157,"Sensors Unlimited, Inc.",6,1994,69768
167006,SOUTHWEST SCIENCES INC,4,1994,70000
167008,SOUTHWEST SCIENCES INC,4,1994,63074
167009,SOUTHWEST SCIENCES INC,4,1994,65000
167010,"SPECIALTY DEVICES, INC.",2,1994,250000
167011,"SPECIALTY DEVICES, INC.",2,1994,49984
167012,"SQM Technology, Inc.",3,1994,280000
167018,"STARFIRE SYSTEMS, INC.",3,1994,229000
3490,"Framergy, Inc.",1,2021,247457
167024,STRATAGENE,3,1994,499886
167026,STRATAGENE,3,1994,62704
167027,STRATAGENE,3,1994,64110
167028,STRATAGENE,3,1994,72195
167029,STRATAGENE,3,1994,75000
167055,"SVT Associates, Incorporated",6,1994,59980
167030,"STRATONICS, INC.",2,1994,59973
167031,"STRUCTURED MATERIALS INDUSTRIES, INC.",5,1994,49997
167035,SUNPOWER CORP.,1,1994,74314
167036,"SUPERCONDUCTOR TECHNOLOGIES, INC.",6,1994,98122
3504,Freedom Photonics LLC,1,2021,1135831
5001,Marley Environmental Inc,1,2021,256000
167329,Superior Engineering,1,1994,53693
167037,"SUPERCONDUCTOR TECHNOLOGIES, INC.",6,1994,64995
167038,"SUPERCONDUCTOR TECHNOLOGIES, INC.",6,1994,99248
167042,"SURFACES RESEARCH & APPLICATIONS, INCO",2,1994,300000
167056,"SVT Associates, Incorporated",6,1994,64591
167047,"SURMODICS, INC.",4,1994,78810
167049,"SURMODICS, INC.",4,1994,74280
167051,"SURMODICS, INC.",4,1994,245718
167052,"SVS R&D SYSTEMS, INC.",4,1994,89635
167053,"SVT Associates, Incorporated",6,1994,59980
167057,"SVT Associates, Incorporated",6,1994,99485
167058,"SYMBIOTECH, INC.",4,1994,69973
167059,"SYMBIOTECH, INC.",4,1994,74998
167060,"SYMBIOTECH, INC.",4,1994,74874
167061,"SYMBIOTECH, INC.",4,1994,67087
167062,SYMPLECTIC ENGINEERING CORPORATION,1,1994,64625
167063,"SYMVIONICS, Inc.",5,1994,79948
167064,"SYMVIONICS, Inc.",5,1994,350000
167067,"SYNETICS, INC.",6,1994,63111
167069,"SYNETICS, INC.",6,1994,97782
167088,"Saphikon, Inc.",3,1994,375000
167070,"SYNETICS, INC.",6,1994,98957
167072,"SYSTEMS & ELECTRONICS, INC.",1,1994,444704
167073,"SYSTEMS PLANNING & ANALYSIS, INC.",3,1994,70000
167074,SYSTRAN FEDERAL CORP.,6,1994,362987
167114,"Science Research Laboratory, Inc",7,1994,66250
167075,SYSTRAN FEDERAL CORP.,6,1994,250000
167077,SYSTRAN FEDERAL CORP.,6,1994,69787
167078,SYUKHTUN RESEARCH,3,1994,79480
167079,"Sabbagh Associates, Inc.",4,1994,64723
167080,"Sage Discovery, Inc.",1,1994,75000
167081,"Salix Pharmaceuticals, Inc.",1,1994,75000
167082,Saltire Software Inc,1,1994,300000
167083,"Sandia Systems, Inc.",4,1994,100946
167086,Sanford Scientific Inc.,1,1994,225000
167089,"Saphikon, Inc.",3,1994,80626
167091,Savant Associates Inc.,1,1994,64237
167093,"Schladitz Technology, Inc.",1,1994,68566
167094,"Schwartz Electro-Optics, Inc",6,1994,310000
167095,"Schwartz Electro-Optics, Inc",6,1994,64000
167096,"Schwartz Electro-Optics, Inc",6,1994,371629
167097,"Schwartz Electro-Optics, Inc",6,1994,74946
167101,"Science Research Laboratory, Inc",7,1994,64893
176130,"EIC LABORATORIES, INC.",7,1991,59892
167103,"Science Research Laboratory, Inc",7,1994,244552
167104,"Science Research Laboratory, Inc",7,1994,599937
167105,"Science Research Laboratory, Inc",7,1994,73994
167107,"Science Research Laboratory, Inc",7,1994,74981
167109,"Science Research Laboratory, Inc",7,1994,74943
167172,Shonka Research Associates,1,1994,149956
167110,"Science Research Laboratory, Inc",7,1994,99960
167112,"Science Research Laboratory, Inc",7,1994,99952
167113,"Science Research Laboratory, Inc",7,1994,599608
167115,"Science Research Laboratory, Inc",7,1994,64829
194255,Embryogen Inc.,1,1984,48462
167116,"Science Research Laboratory, Inc",7,1994,599968
167117,"Science, Math, and Engineering, Inc",2,1994,99755
167118,"Scientech, Inc.",2,1994,97340
167119,"Scientific Aero Monitoring,",1,1994,287175
173516,LIVERMORE SOFTWARE TECHNOLOGY CORP.,1,1992,43750
167120,"Scientific Applications & Research Associates, Inc.",6,1994,69995
167122,"Scientific Applications & Research Associates, Inc.",6,1994,96120
167124,"Scientific Associates, Inc.",2,1994,100364
167125,Scientific Comput Assoc,6,1994,299865
167126,Scientific Comput Assoc,6,1994,99965
167128,Scientific Comput Assoc,6,1994,99958
167131,Scientific Imaging,1,1994,67866
167132,"Scientific Monitoring, Inc.",5,1994,65574
167134,Scientific Simulation Inc,2,1994,80447
167135,Scientific Studies Corporation,1,1994,197920
167136,"Scion Scientific, Inc.",1,1994,78766
167137,Se Systems Inc.,1,1994,64991
167141,"Sealite Sciences, Inc.",1,1994,74644
175471,Applied Analysis Inc,1,1991,422000
167142,Seaver Engineering,2,1994,64851
167143,Sedicorp,1,1994,78747
167144,"Seidcon, Inc.",2,1994,250000
167145,Selee Corp.,1,1994,75000
167147,"SenSyTech, Inc. Imaging Group",4,1994,187500
167148,"SenSyTech, Inc. Imaging Group",4,1994,66608
167149,"SenSyTech, Inc. Imaging Group",4,1994,300000
167150,Sencom Corp,1,1994,59978
167154,Sensintel Inc.,6,1994,100000
167155,"Sensor Electronic Technology, Inc.",3,1994,500000
167202,Sociometrics Corporation,1,1994,78648
167162,"Sentar, Inc.",4,1994,93103
167163,"Serra Pharmaceuticals, Inc.",1,1994,77062
167167,Sextant Medical Corp.,1,1994,74600
167168,Sextant Medical Corp.,1,1994,73975
167171,"Shield Rite, Inc.",2,1994,79198
167174,Sierracom Inc.,1,1994,63000
167175,Sigma Gamma Lambda Inc.,1,1994,127100
167176,Signal Engineering Inc.,3,1994,779528
167177,"Signal Processing Technology,",4,1994,69492
167178,"Signal Processing Technology,",4,1994,64840
167252,Spectral Instruments,1,1994,48955
167179,"Signal Processing Technology,",4,1994,71075
167180,"Signal Processing Technology,",4,1994,69940
167183,"Signature Research, Inc.",3,1994,73539
167185,"Silhouette Technology, Inc.",3,1994,200000
167190,"Silicon Mountain Design, Inc.",7,1994,69921
167191,"Simm Associates, Inc.",1,1994,96800
167192,"Simula, Inc.",5,1994,57204
167193,"Simula, Inc.",5,1994,36672
167194,"Simula, Inc.",5,1994,69498
167476,"Technical research Associates, Inc.",6,1994,341000
167215,"Somagenics, Inc.",1,1994,80976
167195,Simuvision/gemini Technology,1,1994,100000
167197,"Sitar, Inc.",1,1994,307720
167198,Smart Machines,1,1994,55688
167199,Sociometrics Corporation,1,1994,498165
167203,Sociometrics Corporation,1,1994,64880
167205,Software Development Group,2,1994,195354
167206,"Software Systems Specialists,",2,1994,69935
167207,Software Technology & Systems,1,1994,375000
167483,Technochem Company,5,1994,60000
167210,Solar Design Associates,1,1994,75000
167212,"Solid State Technologies,",1,1994,84150
167213,"Solon Consulting Group, Ltd.",1,1994,74763
167214,Solvers International Inc.,1,1994,64857
167274,Spire Corporation,7,1994,64749
167216,"Sonalysts, Inc.",1,1994,100000
167217,"Sonalysts, Inc.",1,1994,100000
167218,Sonetech Corp.,2,1994,96401
167219,"Sonicstar International, Ltd.",1,1994,63388
188056,Eos Technologies Inc,4,1987,50000
167220,Sonoma Research Company,4,1994,64984
5029,Mechanismic Inc.,1,2021,1000000
167221,Sonoma Research Company,4,1994,69562
167222,Sonoma Research Company,4,1994,59984
167224,Sorbent Technologies Corp,2,1994,863157
167227,Sorbent Technologies Corp,2,1994,65000
167228,Sorbent Technologies Corp,2,1994,575000
167229,Southeast Research Associates,1,1994,59947
167230,Southern Cross Corp,1,1994,74992
167231,Space Applications Corporation,4,1994,72632
167232,Space Coast Testing,1,1994,59720
167241,Sparta Pharmaceuticals Corp,1,1994,82875
167233,Space Computer Corporation,4,1994,245240
167237,Space Power Inc.,5,1994,299000
167239,"Space Systems Analysis, Inc.",3,1994,69993
167240,"Space Systems Analysis, Inc.",3,1994,69968
167243,Spatial Positioning Systems,1,1994,97083
167245,"Specialty Laboratories, Inc.",1,1994,71852
173295,"Information Systems Laboratories, Inc.",5,1992,500000
167246,Spectel Company,2,1994,99440
167248,"Spectra Research, Inc.",6,1994,349954
167250,"Spectra Research, Inc.",6,1994,79598
167254,"Spectral Sciences, Inc.",5,1994,166311
167257,Sphinx Pharmaceuticals,1,1994,75000
167258,Spinheat Limited,1,1994,599842
167259,Spire Corporation,7,1994,60034
167260,Spire Corporation,7,1994,69304
168971,"ELTRON RESEARCH & DEVELOPMENT, INCORPORATED",6,1993,499994
167261,Spire Corporation,7,1994,74919
167262,Spire Corporation,7,1994,74992
167263,Spire Corporation,7,1994,270000
167264,Spire Corporation,7,1994,59992
167278,Spire Corporation,7,1994,74951
167266,Spire Corporation,7,1994,69635
167268,Spire Corporation,7,1994,64671
167269,Spire Corporation,7,1994,74981
167273,Spire Corporation,7,1994,74942
167276,Spire Corporation,7,1994,76193
167281,Spire Corporation,7,1994,81470
167282,Spire Corporation,7,1994,61185
167284,Spire Corporation,7,1994,64914
167285,Spire Corporation,7,1994,64693
167286,"Spotlight Graphics, Inc.",1,1994,69928
167288,Staats Creative Sciences,1,1994,59186
167292,Starmet Corporation,5,1994,59193
167293,Starmet Corporation,5,1994,73257
167294,"Statistical Signal Processing, Inc.",1,1994,375000
167295,Statistics Collaborative,1,1994,75137
167296,Statistics Collaborative,1,1994,499522
167298,Step Research,1,1994,79968
167299,"Steritech, Inc.",1,1994,74562
167300,Steroids Ltd.,5,1994,375000
167328,"Superconix, Inc.",2,1994,50000
167301,Steroids Ltd.,5,1994,228720
167303,Sto Design Group Inc.,1,1994,180000
167304,"Stottler Henke Associates, Inc.",5,1994,70000
167308,"Strainoptic Technologies, Inc.",4,1994,274394
167309,"Stratamagnetic Software, LLC",4,1994,64861
167310,"Stratamagnetic Software, LLC",4,1994,99363
167311,"Stratton Park Engineering Co., Inc.",2,1994,299998
167313,"Stress Eng Services, Inc",1,1994,278370
167315,"Stress Photonics, Inc.",3,1994,102000
167317,"Strickler Optical Technology,",2,1994,60000
167319,"Sudormed, Inc.",1,1994,97959
167320,"Sumi Tech, Inc.",3,1994,75000
186084,Meridian Corp.,3,1988,49971
167321,"Sumi Tech, Inc.",3,1994,99000
167324,"Supercon, Inc.",3,1994,74995
167325,"Supercon, Inc.",3,1994,74954
167326,"Supercon, Inc.",3,1994,599978
173271,Iat,1,1992,296346
167327,Superconducting Corpe,1,1994,58876
167331,Sutter Instrument Corp.,1,1994,58179
167333,Sybtrel Biotechnology,1,1994,81000
167334,"Symbolics, Inc.",1,1994,60000
167335,Synaptic Pharmaceutical Corp.,1,1994,75000
167337,Synaptic Pharmaceutical Corp.,1,1994,500000
167338,Synaptic Pharmaceutical Corp.,1,1994,78750
167339,"Synaptics, Inc.",1,1994,310000
167340,Synder Seed Corp.,1,1994,50000
167341,Syndicates Inc.,1,1994,38850
167342,"Synergetics International,",1,1994,70000
167343,"Synergy Innovations, Inc.",1,1994,58799
167344,"Synthetic Environments, Inc.",3,1994,69533
167345,Synthetic Technology,1,1994,41664
167346,"Synthetica Technologies, Inc.",1,1994,68864
167349,System Planning Corp.,4,1994,98400
167351,"System Specialists, Inc.",2,1994,68581
167352,Systems & Processes Engineering Corporation,8,1994,300000
167354,Systems & Processes Engineering Corporation,8,1994,375000
167357,Systems & Processes Engineering Corporation,8,1994,500000
167359,Systems & Processes Engineering Corporation,8,1994,59999
167361,"Systems Control Technology,",6,1994,69137
170002,Materials Technologies Corporation,7,1993,72428
167362,"Systems Control Technology,",6,1994,69989
167363,Systems Engineering,1,1994,49967
167364,Systems Engineering &,1,1994,499988
167365,"Systems Technology, Inc.",6,1994,59930
167366,"Systems Technology, Inc.",6,1994,250000
167367,"Systems Technology, Inc.",6,1994,334329
167368,"Systems Technology, Inc.",6,1994,581067
167369,"T/J Technologies, Inc.",4,1994,238261
167371,"TANOX, INC.",1,1994,75000
167395,TECHNOLOGY INTERNATIONAL INCORPORATED OF VIRGINIA,5,1994,64656
167610,UNIAX Corporation,5,1994,300000
167373,"TDA Research, Inc.",6,1994,165000
167375,"TDA Research, Inc.",6,1994,65000
167377,"TDA Research, Inc.",6,1994,75000
167378,"TDA Research, Inc.",6,1994,75000
167394,"TECHNISCAN, INC.",3,1994,200000
167379,"TDA Research, Inc.",6,1994,75000
167381,"TDA Research, Inc.",6,1994,165000
167385,"TDA Research, Inc.",6,1994,59979
167396,TECHNOLOGY INTERNATIONAL INCORPORATED OF VIRGINIA,5,1994,100000
167386,"TDA Research, Inc.",6,1994,75000
167389,"TDA Research, Inc.",6,1994,65000
167392,"TECHNICAL SOLUTIONS, INC.",3,1994,97330
167397,TECHNOLOGY INTERNATIONAL INCORPORATED OF VIRGINIA,5,1994,65000
167400,"TECHNOMICS, INC.",2,1994,69321
167403,"TECOLOTE RESEARCH, INC.",4,1994,99995
167475,"Technical research Associates, Inc.",6,1994,375000
167405,TELEFACTOR CORPORATION,1,1994,499856
167409,"THE CORE GROUP, INC.",1,1994,48737
167410,"THERMACORE, INC.",6,1994,74987
167412,"THERMACORE, INC.",6,1994,59016
167423,"THIRD WAVE TECHNOLOGIES, INC.",1,1994,75000
167413,"THERMACORE, INC.",6,1994,664997
167414,"THERMACORE, INC.",6,1994,69982
167418,"THERMACORE, INC.",6,1994,375000
167419,"THERMACORE, INC.",6,1994,60014
167437,"TPL, Inc.",8,1994,64954
167424,"TLC Precision Wafer Technology, Inc.",5,1994,98675
167917,"APPLIED TECHNOLOGY ASSOC., INC.",4,1993,643710
167425,"TLC Precision Wafer Technology, Inc.",5,1994,70000
167426,"TLC Precision Wafer Technology, Inc.",5,1994,60000
167427,"TLC Precision Wafer Technology, Inc.",5,1994,100000
167428,TOYON RESEARCH CORPORATION,7,1994,323499
167430,TOYON RESEARCH CORPORATION,7,1994,338151
167431,TOYON RESEARCH CORPORATION,7,1994,400000
167432,TOYON RESEARCH CORPORATION,7,1994,84858
167433,TOYON RESEARCH CORPORATION,7,1994,462500
167434,"TPL, Inc.",8,1994,294822
172837,"Electric Propulsion Laboratory, Inc.",4,1992,398479
167435,"TPL, Inc.",8,1994,75000
167436,"TPL, Inc.",8,1994,175738
167440,"TPL, Inc.",8,1994,374850
167441,"TPL, Inc.",8,1994,76431
167442,"TREVIGEN, INC.",1,1994,79125
167443,"TRS CERAMICS, INC.",7,1994,568549
167444,"TSRL, INC.",2,1994,81000
167445,Tacan Corp,9,1994,350000
167447,Tacan Corp,9,1994,69722
167448,Tacan Corp,9,1994,97361
167450,Tacan Corp,9,1994,200000
167451,Tactech,1,1994,74623
167453,"Tangent Engineering, Inc.",1,1994,68825
172838,"Electric Propulsion Laboratory, Inc.",4,1992,207673
167454,"Tanner Research, Inc.",6,1994,344728
167455,"Tanner Research, Inc.",6,1994,79917
167456,"Tanner Research, Inc.",6,1994,69976
167459,"Tanner Research, Inc.",6,1994,375000
172484,"Cea, Inc.",1,1992,46624
167460,"Tanner Research, Inc.",6,1994,145500
167463,"Tanner Research, Inc.",6,1994,79992
167465,"Tanner Research, Inc.",6,1994,64937
167466,"Tanner Research, Inc.",6,1994,69976
167469,Target Microwave Llc,2,1994,83175
167470,Tau Corp,5,1994,96142
167471,Tau Corp,5,1994,250000
167472,"Technautics, Inc.",1,1994,69970
167481,"Techno-Sciences, LLC",6,1994,306988
167473,Technetics Corp,1,1994,69697
167477,"Technical research Associates, Inc.",6,1994,281500
167480,"Techno View, Inc.",1,1994,100000
195495,Imi-tech Corp,3,1983,47776
167484,Technochem Company,5,1994,70000
167485,Technochem Company,5,1994,675000
167486,Technochem Company,5,1994,70000
167488,"Technology Assessment and Transfer, Inc.",5,1994,64478
167496,Technology Service Corporation,5,1994,79955
167489,"Technology Assessment and Transfer, Inc.",5,1994,59938
170228,Nielsen Engineering And Resear,2,1993,232078
167491,"Technology Assessment and Transfer, Inc.",5,1994,232533
167492,"Technology Assessment and Transfer, Inc.",5,1994,497538
167493,Technology Integration Inc.,3,1994,49998
167494,Technology Integration Inc.,3,1994,56393
167499,Technology Service Corporation,5,1994,375000
167500,Technology Service Corporation,5,1994,62076
167501,Technology Service Corporation,5,1994,66412
167504,Technology Systems Inc.,4,1994,69637
172524,Chemludens,1,1992,253356
167507,"Telectro-mek, Inc. (tmi)",1,1994,70000
167511,"Telerobotics International,",2,1994,74900
167513,Telesis Corporation,1,1994,68351
167514,"Teletronics International,",1,1994,70000
167541,The Parallel Software Group,2,1994,60000
167516,"TeraMetrix, LLC",4,1994,60000
167519,Terra Tek Inc.,5,1994,75000
167522,Tetra Corporation,7,1994,99937
167523,"Tetra Precision, Inc.",2,1994,65000
167525,Texas Biotechnology,1,1994,74850
167528,Thar Designs Inc.,2,1994,72150
167529,Thar Designs Inc.,2,1994,524999
167532,"The Athena Group, Inc.",5,1994,65000
167534,The Earthwater Corp.,1,1994,65000
167535,The Glenn H. Woods Corp.,1,1994,190000
167536,The Insitu Group,3,1994,59236
167537,The Judge's Chambers,1,1994,50000
167538,The Lightspan Partnership Inc.,1,1994,75000
167539,"The Morgan Group, Inc.",1,1994,74500
167542,The Performance Link,1,1994,74880
167543,The ReJen Co.,3,1994,69970
167544,The Zeopower Company,2,1994,100000
167546,"Thermal Technologies, Inc.",1,1994,74981
5030,"Medecipher, Inc.",1,2021,999688
167553,"Three-d Ultrasound, Inc.",1,1994,600000
167554,Thrombo Diagnostic,1,1994,75000
167555,"Tiburon Systems, Inc.",2,1994,72817
167558,"Tidewater Consultants, Inc.",1,1994,82207
167559,"Tienzyme, Inc.",2,1994,70000
167561,Tini Alloy Company,5,1994,240102
167562,Tom Snyder Production,1,1994,64975
167563,Tom Snyder Production,1,1994,74028
167564,Tomorrowtools,1,1994,68500
167566,Torrey Science & Technology,4,1994,441878
167567,Torrey Science & Technology,4,1994,54906
167568,Torrey Science & Technology,4,1994,618144
167569,Torrey Science & Technology,4,1994,106854
167571,"Toxicology Testing Service,",1,1994,66375
167572,Toys For Special Children,1,1994,31440
167573,Transducer Research Inc.,3,1994,74991
172839,Electro Magnetic,6,1992,49863
167575,Transitions Research Corp.,4,1994,64362
167576,Tri-valley Research,1,1994,74750
167577,Triangle Research and Development Corporation,5,1994,163225
167582,Trident Systems Incorporated,6,1994,250000
167631,"United Dynamics, Inc.",6,1994,95360
167583,Trident Systems Incorporated,6,1994,69989
167584,Triplex Pharmaceutical,1,1994,65956
167588,"Triton Systems, Inc.",7,1994,69600
167590,"Triton Systems, Inc.",7,1994,69552
167591,"Triton Systems, Inc.",7,1994,375000
167592,Turner Engineering Technology,1,1994,54532
167593,U.s. Composites Corp,4,1994,261220
167594,U.s. Data Highway Corp,1,1994,99554
184410,Van Dyke J G & Assocs Inc,2,1989,224969
167595,U.s. Laser Corp.,3,1994,270587
172840,Electro Magnetic,6,1992,268824
167597,UES INC,6,1994,62735
167598,UES INC,6,1994,189430
167599,UES INC,6,1994,74769
167602,UES INC,6,1994,371000
167603,"UGM MEDICAL SYSTEMS, INC.",1,1994,75000
167604,"ULTRALIFE BATTERIES, INC.",1,1994,180000
167605,UMPQUA RESEARCH COMPANY,3,1994,70000
167606,UMPQUA RESEARCH COMPANY,3,1994,600000
167608,UNIAX Corporation,5,1994,65000
167609,UNIAX Corporation,5,1994,60294
167653,"VIGYAN, INC.",5,1994,70000
167611,"UNITED BIOMEDICAL, INC.",1,1994,72986
167612,"UQM Technologies, Inc.",4,1994,735160
167613,"UTD, INC.",5,1994,59069
167614,UTILITY DEVELOPMENT CORP,5,1994,170000
167615,Udt Sensors Inc.,1,1994,95882
167654,"VIRION SYSTEMS, INC.",1,1994,75000
167617,Ultramet,7,1994,64981
167618,Ultramet,7,1994,64979
167621,Ultramet,7,1994,500000
167622,Ultramet,7,1994,74230
167630,Unitech Research Inc.,1,1994,500000
167623,Ultramet,7,1994,70000
167624,Ultramet,7,1994,599557
173066,"Gamry Instruments, Inc.",1,1992,33800
167625,Ultramet,7,1994,70000
